Filename,Genome_length,GC,Contigs,CDS,mRNA,Gene,Chromosome,ExclFromRefSeq,Hypothetical Proteins,Average len CDS
GCA_000968795.2,4685835,51.73972194923637,1,4316.0,4316.0,4438.0,1.0,No,876,931.3987488415199
GCA_003073595.1,4694399,52.20928174192266,1,4497.0,4496.0,4620.0,1.0,No,562,916.5183455637091
GCA_001931555.1,5050248,52.15298337824202,2,4673.0,4673.0,4797.0,2.0,No,935,923.9212497325059
GCA_004847345.1,4808497,52.209411797490986,2,4475.0,4474.0,4590.0,2.0,No,350,932.2735195530727
GCA_001952995.1,4859000,52.1712080675036,2,4653.0,4653.0,4776.0,2.0,No,866,916.1489361702128
GCA_016454325.1,4934408,52.213902863322204,2,4590.0,4586.0,4713.0,2.0,No,317,931.6705882352941
GCA_001700595.1,5085029,52.15484513460985,6,4819.0,4819.0,4934.0,6.0,No,713,914.0136957875078
GCA_008606925.2,4781894,52.134530794701845,1,4391.0,4387.0,4510.0,1.0,from large multi-isolate project,213,941.4365748121157
GCA_011302375.1,4673633,52.26000843455188,1,3963.0,3961.0,4077.0,1.0,many frameshifted proteins,292,911.6563209689629
GCA_000624975.2,4685847,51.74202230674625,1,4322.0,4322.0,4444.0,1.0,No,876,931.9652938454419
GCA_000625715.2,4685847,51.738671791887356,1,4321.0,4321.0,4443.0,1.0,No,861,931.7972691506595
GCA_000486365.2,4690430,52.27143353594447,1,4345.0,4345.0,4455.0,1.0,No,622,937.0209436133487
GCA_005160405.1,5346495,51.83186367891488,5,5122.0,5118.0,5243.0,5.0,No,574,907.3082780163999
GCA_000016045.1,5007719,52.2312853416895,3,4805.0,4805.0,4960.0,3.0,No,818,889.9706555671175
GCA_002234735.2,4906886,52.23840537562927,2,4740.0,4740.0,4863.0,2.0,No,764,907.4348101265823
GCA_000624715.2,4685975,51.724539716921235,1,4316.0,4316.0,4438.0,1.0,No,876,931.9826227988879
GCA_000623755.2,4686535,51.71963934975414,1,4319.0,4319.0,4441.0,1.0,No,872,931.5742069923593
GCA_900478195.1,4732250,52.16125521686301,1,4275.0,4275.0,4386.0,1.0,RefSeq annotation failed,3,962.2512280701754
GCA_018339735.1,4571748,52.37613709242067,1,4145.0,4143.0,4257.0,1.0,from large multi-isolate project,166,950.3177322074789
GCA_003717115.1,4999937,51.86061344372939,2,4437.0,4437.0,4538.0,2.0,No,1039,918.6348884381339
GCA_000487915.2,4547600,52.320894537778166,1,4175.0,4175.0,4284.0,1.0,No,622,938.9391616766467
GCA_000493535.2,4908645,52.21561143655734,2,4610.0,4562.0,4656.0,2.0,No,783,925.8967462039045
GCA_018338955.1,4771515,52.16550718168129,1,4359.0,4346.0,4467.0,1.0,from large multi-isolate project,229,946.9538885065382
GCA_008727595.1,4890744,52.06042270869217,3,0.0,0.0,0.0,3.0,No,0,0.0
GCA_003717895.1,4914991,52.04862023145108,2,4357.0,4357.0,4458.0,2.0,No,984,919.2350240991508
GCA_000462995.1,4623089,52.22808818952004,1,4331.0,4331.0,4431.0,1.0,No,1425,866.29785268991
GCA_000624455.2,4685846,51.73955780877135,1,4318.0,4318.0,4439.0,1.0,No,859,2017.1537392915027
GCA_016658065.1,5047093,50.56247229841019,1,0.0,0.0,0.0,1.0,No,0,0.0
GCA_015697745.1,5314704,51.858334913854094,3,4995.0,4990.0,5113.0,3.0,No,377,919.3321321321322
GCA_000750255.1,4667283,52.16878856499595,1,4235.0,4235.0,4336.0,1.0,No,631,946.3149940968123
GCA_000626275.2,4712309,52.15689378603992,1,4408.0,4408.0,4520.0,1.0,No,639,926.1892014519057
GCA_002163995.1,5064695,52.028799365016056,3,4844.0,4844.0,4955.0,3.0,No,1364,907.4327002477291
GCA_006868405.2,4983948,52.1664752521495,3,4590.0,4586.0,4704.0,3.0,from large multi-isolate project,292,932.6895424836601
GCA_006315305.2,4520275,52.248458334946434,1,4114.0,4112.0,4232.0,1.0,from large multi-isolate project,188,946.702479338843
GCA_018339775.1,4504357,52.20403267325392,1,4098.0,4094.0,4217.0,1.0,from large multi-isolate project,162,949.4926793557833
GCA_000487615.2,4737447,52.17956000352088,1,4292.0,4292.0,4405.0,1.0,No,605,956.8045200372786
GCA_010542265.2,4673018,52.21278839499441,1,4308.0,4306.0,4421.0,1.0,from large multi-isolate project,210,942.1211699164345
GCA_002009155.1,4983631,52.17296384904902,2,5012.0,5012.0,5115.0,2.0,contaminated,784,869.1693934557063
GCA_000623535.2,4686394,51.730776370915464,1,4322.0,4322.0,4444.0,1.0,No,879,931.350994909764
GCA_001623725.1,5030908,52.13673158006467,2,4734.0,4734.0,4856.0,2.0,No,975,919.384030418251
GCA_018339615.1,4834847,52.060633976628424,1,4476.0,4467.0,4587.0,1.0,from large multi-isolate project,268,937.9095174262735
GCA_000624195.2,4685836,51.72842156661053,1,4320.0,4320.0,4442.0,1.0,No,877,931.2347222222222
GCA_012053325.1,5071476,52.011603722466596,2,4687.0,4673.0,4791.0,2.0,No,357,924.0004267121826
GCA_000625455.2,4685833,51.7244639320266,1,4320.0,4320.0,4442.0,1.0,No,878,931.5430555555556
GCA_011465815.1,4813791,52.173910333871994,1,4518.0,4516.0,4629.0,1.0,No,386,928.7868525896414
GCA_009525455.2,5049597,52.15299359533048,2,4641.0,4636.0,4755.0,2.0,from large multi-isolate project,314,931.1241111829347
GCA_000018625.1,4600800,51.37673882802991,1,4510.0,4510.0,4652.0,1.0,No,4514,887.7011086474502
GCA_010651985.2,4600693,52.15294739292537,1,4195.0,4193.0,4315.0,1.0,from large multi-isolate project,196,949.2276519666269
GCA_000623815.2,4685839,51.722797134088474,1,4313.0,4313.0,4434.0,1.0,No,877,930.919777417111
GCA_003994675.1,4861251,51.982504092053674,1,4567.0,4546.0,4664.0,1.0,No,473,924.4582877162251
GCA_001629755.1,4869451,51.32568332651874,3,4339.0,4339.0,4451.0,3.0,No,831,950.705231620189
GCA_012224005.1,4965265,52.11530502400174,2,4626.0,4623.0,4722.0,2.0,No,386,927.3843493298746
GCA_010919335.1,5011038,52.17156605078628,2,4616.0,4611.0,4730.0,2.0,No,350,932.6681109185442
GCA_003717835.1,4915877,52.049064693848116,2,4362.0,4362.0,4465.0,2.0,No,988,919.1678129298487
GCA_006858285.2,4612973,52.217019262848495,1,4213.0,4210.0,4331.0,1.0,from large multi-isolate project,213,949.5563731307857
GCA_006949785.2,4953816,52.124261377491614,1,4593.0,4592.0,4712.0,1.0,from large multi-isolate project,300,928.495754408883
GCA_003717935.1,4773823,52.09790978844419,1,4221.0,4221.0,4316.0,1.0,No,905,923.8770433546553
GCA_007635275.2,4839771,52.150050074683286,1,4432.0,4429.0,4551.0,1.0,from large multi-isolate project,254,944.9219314079422
GCA_018338655.1,4778947,52.17833552035626,2,4223.0,4221.0,4331.0,2.0,from large multi-isolate project,227,913.1169784513379
GCA_001185245.1,4677830,52.17147694550678,1,4269.0,4269.0,4379.0,1.0,No,626,927.232607167955
GCA_004798765.1,5153394,52.086974137820626,4,4891.0,4885.0,5005.0,4.0,No,637,901.8509507258229
GCA_900635555.1,4600697,52.11490780636065,1,4489.0,4489.0,4596.0,1.0,RefSeq annotation failed,1,883.1592782356872
GCA_000623555.2,4685848,51.726581826811284,1,4318.0,4318.0,4441.0,1.0,No,875,931.6310792033348
GCA_003872565.2,5011683,51.52055706635875,2,4462.0,4454.0,4572.0,2.0,from large multi-isolate project,334,960.1268489466607
GCA_003717675.1,4897299,52.07960551316144,2,4358.0,4358.0,4458.0,2.0,No,993,917.180357962368
GCA_003994635.1,4860626,51.976782414446205,1,4563.0,4540.0,4659.0,1.0,No,471,924.5647600262985
GCA_003718115.1,4914387,52.04795633717898,2,4364.0,4364.0,4467.0,2.0,No,992,918.6532997250229
GCA_006165145.1,4763902,52.11444316024973,1,4572.0,4563.0,4681.0,1.0,No,665,913.8379265091863
GCA_006517015.1,4958012,51.86373086632303,3,4630.0,4625.0,4746.0,3.0,No,461,916.5386609071275
GCA_009664795.1,4703625,52.25820510776263,1,4327.0,4325.0,4445.0,1.0,No,298,942.6750635544257
GCA_016917655.1,4550964,49.89980144866011,1,0.0,0.0,0.0,1.0,No,0,0.0
GCA_000963535.2,4731596,52.16966959985595,1,4527.0,4527.0,4640.0,1.0,No,858,913.5798542080848
GCA_002313085.1,4776636,52.11801778490134,2,4902.0,4902.0,5024.0,2.0,No,949,850.1303549571603
GCA_000626475.2,4685836,51.72965933933667,1,4321.0,4321.0,4443.0,1.0,No,864,931.0863226105068
GCA_003589865.1,5197359,52.0812782030258,2,4990.0,4988.0,5111.0,2.0,No,716,881.9577154308618
GCA_003718415.1,4876601,52.042621489845075,2,4292.0,4292.0,4394.0,2.0,No,909,925.918219944082
GCA_012957185.2,5108339,52.17333853528515,3,4772.0,4770.0,4890.0,3.0,from large multi-isolate project,342,922.3103520536463
GCA_018338355.1,4727224,52.252907837665404,1,4339.0,4338.0,4455.0,1.0,from large multi-isolate project,193,945.7796727356533
GCA_003902395.2,4709901,52.24680943399872,1,4376.0,4374.0,4492.0,1.0,No,324,939.723491773309
GCA_000624915.2,4685843,51.728899154325056,1,4312.0,4312.0,4434.0,1.0,No,875,931.3661873840446
GCA_003717755.1,5004298,52.0281965622351,2,4482.0,4482.0,4584.0,2.0,No,1057,911.4819277108434
GCA_000624175.2,4685848,52.16675829006831,1,4365.0,4365.0,4487.0,1.0,No,897,927.5134020618557
GCA_000272795.2,4726694,52.254091337412575,1,2783.0,2783.0,2895.0,1.0,many frameshifted proteins,672,809.5400646784046
GCA_001045395.1,4585229,52.14350253825927,1,4187.0,4187.0,4299.0,1.0,No,658,916.2935275853833
GCA_002863765.1,4900060,52.10405586870365,2,4753.0,4753.0,4877.0,2.0,No,1014,897.5855249316221
GCA_005144925.1,5006968,52.194441825871465,3,4741.0,4739.0,4857.0,3.0,No,400,913.9322927652394
GCA_012530335.1,4819669,52.151963132737954,1,4442.0,4439.0,4569.0,1.0,No,274,928.1199909950473
GCA_004919185.1,4909026,52.26148730929516,2,4637.0,4635.0,4757.0,2.0,No,359,920.3396592624541
GCA_008111065.2,4757543,52.31597486349572,1,4334.0,4333.0,4459.0,1.0,from large multi-isolate project,204,939.3317951084449
GCA_011304815.1,5113293,52.07912005042543,5,4793.0,4790.0,4914.0,5.0,No,468,907.1662841644064
GCA_000973645.1,4769471,52.228894986467054,1,4623.0,4623.0,4728.0,1.0,No,616,900.1460090850097
GCA_000192125.1,4746069,52.22890775502842,2,4199.0,4199.0,4296.0,2.0,No,549,907.3777089783282
GCA_000625755.2,4685846,51.741585190806525,1,4316.0,4316.0,4438.0,1.0,No,859,932.3246061167748
GCA_006517075.1,5016606,51.82234761908749,2,4685.0,4671.0,4789.0,2.0,No,504,918.7404482390608
GCA_003606225.1,4882929,52.11071060013365,3,4529.0,4526.0,4632.0,3.0,No,789,875.2642967542504
GCA_018339355.1,4816742,52.203086650686295,2,4470.0,4469.0,4595.0,2.0,from large multi-isolate project,254,927.5442953020134
GCA_006165125.1,4762730,52.11450155688019,1,4569.0,4560.0,4678.0,1.0,No,665,912.9980302035457
GCA_016452025.1,4784449,52.241459779381074,2,4400.0,4395.0,4512.0,2.0,No,242,936.2729545454546
GCA_012169275.1,5152410,51.78227276167851,3,4785.0,4776.0,4895.0,3.0,contaminated,510,924.6376175548589
GCA_016454565.1,5134396,52.26238879899408,3,4822.0,4821.0,4946.0,3.0,No,380,924.2735379510576
GCA_008504465.2,5033197,52.15768427105078,2,4620.0,4615.0,4734.0,2.0,from large multi-isolate project,306,932.9818181818182
GCA_016917515.1,4552880,49.31089771748871,1,0.0,0.0,0.0,1.0,No,0,0.0
GCA_005534535.2,4943564,52.0871784000369,1,4597.0,4596.0,4716.0,1.0,from large multi-isolate project,318,925.9928214052643
GCA_006874805.1,5031277,52.15936232491274,1,4769.0,4767.0,4890.0,1.0,No,407,918.6676452086391
GCA_003717615.1,4875582,52.039612911853396,2,4291.0,4291.0,4395.0,2.0,No,911,925.6532276858541
GCA_003030965.1,4858671,52.234304401347615,1,4651.0,4647.0,4765.0,1.0,No,637,912.6703934637712
GCA_002234795.1,4802602,52.28682285144595,3,4600.0,4600.0,4721.0,3.0,No,732,909.920652173913
GCA_000626695.2,4685849,52.164997207549796,1,4365.0,4365.0,4487.0,1.0,No,897,927.1429553264605
GCA_014250355.1,4973766,52.18812063132845,3,0.0,0.0,0.0,3.0,No,0,0.0
GCA_003719555.1,5106017,51.834805877066216,3,4558.0,4558.0,4660.0,3.0,No,1136,914.0217200526547
GCA_018339975.1,4730911,52.09575914659988,1,4327.0,4323.0,4444.0,1.0,from large multi-isolate project,233,932.2752484400278
GCA_007765995.2,5129736,52.01844695321552,1,4775.0,4771.0,4893.0,1.0,contaminated,413,929.6986387434555
GCA_018279985.1,5099177,51.94265662870695,1,4740.0,4735.0,4834.0,1.0,No,599,902.9088607594937
GCA_000988525.3,4945533,52.01026866062768,2,4671.0,4671.0,4793.0,2.0,No,1036,916.9646756583173
GCA_001623775.1,4823793,52.17711456523943,1,4503.0,4503.0,4627.0,1.0,No,891,931.3197868087941
GCA_018339075.1,4935663,52.16847260438973,2,4599.0,4598.0,4721.0,2.0,from large multi-isolate project,318,929.8010437051533
GCA_013416235.1,5321447,51.886037763788686,2,0.0,0.0,0.0,2.0,No,0,0.0
GCA_001447095.1,4946154,52.23242139245968,3,4626.0,4626.0,4725.0,3.0,No,1022,919.594682230869
GCA_003030105.1,5123279,52.044969637609036,3,4946.0,4941.0,5061.0,3.0,No,779,902.4003234937323
GCA_001558355.2,4951423,52.23898261166537,2,4812.0,4809.0,4933.0,2.0,No,667,903.8609725685785
GCA_000953175.1,4814038,52.13683398427682,1,4696.0,4505.0,4528.0,1.0,missing strain identifier,854,900.8232538330494
GCA_018339255.1,4694492,52.257645768700854,1,4317.0,4316.0,4435.0,1.0,from large multi-isolate project,185,945.088255733148
GCA_015697805.1,5225758,51.93985255344775,2,4887.0,4880.0,5003.0,2.0,No,363,918.7519950890116
GCA_001975245.1,4847468,52.20700786472443,1,4614.0,4614.0,4733.0,1.0,No,881,914.5942782834851
GCA_003312565.1,4778382,52.09271673968301,3,0.0,0.0,0.0,3.0,No,0,0.0
GCA_002507865.2,4484627,52.358668848044665,1,4086.0,4085.0,4198.0,1.0,No,147,954.3164464023495
GCA_006740725.1,4651105,52.15397201310226,1,4205.0,4204.0,4324.0,1.0,many frameshifted proteins,440,903.3455410225921
GCA_005094845.1,4974125,52.17922750232453,3,4719.0,4717.0,4842.0,3.0,No,390,920.3916083916084
GCA_001975325.1,4801835,52.27016338545577,1,4578.0,4578.0,4701.0,1.0,No,931,913.5235910878113
GCA_001692595.1,4890403,52.06141497950169,4,4579.0,4579.0,4702.0,4.0,No,865,926.4618912426293
GCA_018339415.1,4879419,52.28829497938177,2,4467.0,4464.0,4582.0,2.0,from large multi-isolate project,261,936.4137004701141
GCA_009388185.1,4911019,51.83050605179903,3,4597.0,4592.0,4708.0,3.0,No,472,925.8140091363933
GCA_006019175.2,4969982,52.19020913959044,2,4608.0,4605.0,4726.0,2.0,from large multi-isolate project,223,934.6451822916666
GCA_900478375.1,4757428,52.21216169745501,1,4613.0,4613.0,4724.0,1.0,RefSeq annotation failed,0,890.8747019293302
GCA_000623415.2,4685775,51.74207041524615,1,4319.0,4319.0,4442.0,1.0,No,879,931.8652465848576
GCA_003030125.1,4726557,52.204744383702554,4,4527.0,4524.0,4646.0,4.0,No,595,911.2982107355865
GCA_003717075.1,4906132,52.08380043586271,2,4356.0,4356.0,4458.0,2.0,No,987,918.1563360881543
GCA_011303355.1,4662107,52.29060594276365,1,4055.0,4053.0,4168.0,1.0,many frameshifted proteins,261,913.1410604192355
GCA_000625475.2,4685843,51.72371332116761,1,4320.0,4320.0,4442.0,1.0,No,877,931.5027777777777
GCA_003324995.1,4691197,52.341118908457695,2,4496.0,4485.0,4603.0,2.0,No,561,912.0629448398577
GCA_016657785.1,4552507,49.19917750812904,1,0.0,0.0,0.0,1.0,No,0,0.0
GCA_003717055.1,4778473,52.10641558506242,1,4195.0,4195.0,4294.0,1.0,No,885,926.1544696066746
GCA_018310455.1,4952047,52.252109077316916,2,4585.0,4582.0,4707.0,2.0,No,223,935.2270447110142
GCA_003719255.1,4782252,52.05070749094778,1,4201.0,4201.0,4299.0,1.0,No,878,927.0147583908594
GCA_018142025.1,4912969,52.775439861314005,1,1300.0,1300.0,1368.0,1.0,many frameshifted proteins,1380,4043.87240584166
GCA_018338455.1,4547616,52.32106228846059,1,4154.0,4148.0,4268.0,1.0,from large multi-isolate project,175,948.4256138661531
GCA_000625075.2,4685836,51.723619862069434,1,4317.0,4317.0,4439.0,1.0,No,876,931.5990271021543
GCA_000192085.1,4917459,52.119885493707216,2,4682.0,4682.0,4786.0,2.0,No,640,873.2449807774456
GCA_003296145.1,4769591,52.15820392146832,2,4655.0,4655.0,4762.0,2.0,many frameshifted proteins,1125,887.5651987110633
GCA_000272835.4,4946544,52.209360717300804,2,4539.0,4539.0,4653.0,2.0,No,738,943.8162590879048
GCA_014447835.2,4794922,52.19275725444543,1,4433.0,4431.0,4556.0,1.0,from large multi-isolate project,206,936.0530115046245
GCA_004224885.2,4957813,52.211206836562816,3,4689.0,4688.0,4809.0,3.0,No,419,921.4536148432502
GCA_000625995.2,4685793,51.729621859096206,1,4316.0,4316.0,4438.0,1.0,No,877,931.7393419833179
GCA_003718275.1,4999748,51.85823365497621,2,4438.0,4438.0,4539.0,2.0,No,1041,918.5405588102749
GCA_018326605.1,4951383,52.238839128380896,2,4596.0,4593.0,4718.0,2.0,No,218,934.8720626631854
GCA_003717515.1,4928027,52.09352546160969,2,4377.0,4377.0,4479.0,2.0,No,990,917.4201507882111
GCA_000623095.2,4685848,52.16690767604924,1,4366.0,4366.0,4488.0,1.0,No,898,927.7191937700412
GCA_001975605.1,4691807,52.18963610395739,1,4473.0,4473.0,4592.0,0.0,No,847,913.1348088531187
GCA_000623295.1,4678618,52.172265399739835,1,4326.0,4326.0,4435.0,1.0,No,718,931.0693481276005
GCA_016454525.1,5032867,52.16634971677177,2,4714.0,4713.0,4836.0,2.0,No,405,926.0019092066186
GCA_016917615.1,4552699,48.967304888814304,1,0.0,0.0,0.0,1.0,No,0,0.0
GCA_009387895.1,4909930,51.82963911909131,3,4596.0,4591.0,4708.0,3.0,No,473,925.7147519582245
GCA_001975515.1,4532753,52.28222230507597,1,4293.0,4293.0,4412.0,1.0,No,838,921.6722571628233
GCA_018340565.1,5047896,52.15483837226441,2,4636.0,4631.0,4749.0,2.0,from large multi-isolate project,246,932.0045297670406
GCA_000625355.2,4685839,51.72522999616504,1,4317.0,4317.0,4439.0,1.0,No,878,931.0813064628214
GCA_000235545.1,4637962,52.20922465513948,1,4325.0,4325.0,4419.0,1.0,many frameshifted proteins,1437,861.336647398844
GCA_000252875.1,4970096,52.19446465420386,2,4430.0,4430.0,4534.0,2.0,No,726,947.6
GCA_001831715.2,5004869,52.07083342241325,2,4640.0,4639.0,4752.0,2.0,No,320,925.6088362068965
GCA_009664595.1,5053299,52.141126024800826,3,4723.0,4720.0,4844.0,3.0,No,360,928.3070082574635
GCA_900478215.1,4624613,51.767185708296026,1,4180.0,4180.0,4289.0,1.0,RefSeq annotation failed,3,950.4098086124402
GCA_003325035.1,5195044,51.33923793523212,1,4687.0,4686.0,4805.0,1.0,No,831,915.3985491785791
GCA_003718395.1,4906452,52.0479564459206,2,4360.0,4360.0,4460.0,2.0,No,996,918.1655963302752
GCA_016917735.1,4574276,48.61796708375271,1,0.0,0.0,0.0,1.0,No,0,0.0
GCA_000625535.2,4685833,51.586516207470474,1,4301.0,4301.0,4423.0,1.0,No,858,931.5403394559405
GCA_003994815.1,4757150,52.03117412736618,2,4183.0,4159.0,4262.0,2.0,many frameshifted proteins,459,880.6772651207267
GCA_007431545.1,4855239,52.11778452100916,1,4941.0,4941.0,5052.0,1.0,No,1002,860.8573163327262
GCA_003717715.1,4814028,52.03594578178606,1,4247.0,4247.0,4349.0,1.0,No,913,924.4989404285378
GCA_007833775.1,4760769,52.12964544173431,3,4787.0,4787.0,4906.0,3.0,No,847,870.526634635471
GCA_009728875.2,5029407,51.746279432147766,3,4639.0,4625.0,4743.0,3.0,No,373,928.911403319681
GCA_003032015.1,4964094,52.213999170845675,2,4842.0,4839.0,4961.0,2.0,No,691,897.865551425031
GCA_000698515.2,4808497,52.210680385159854,2,4475.0,4474.0,4590.0,2.0,No,346,933.9079329608938
GCA_000623155.2,4685841,51.7248451238529,1,4321.0,4321.0,4443.0,1.0,No,878,931.3480675769498
GCA_000625955.2,4685839,51.70608721298363,1,4317.0,4317.0,4439.0,1.0,No,876,931.6469770674079
GCA_008727555.1,4820447,52.100396498498995,3,0.0,0.0,0.0,3.0,No,0,0.0
GCA_012050525.1,4848540,52.18694699847789,4,4497.0,4495.0,4616.0,4.0,No,302,922.8152101400934
GCA_004919225.1,4992679,52.12688418382195,4,4735.0,4732.0,4856.0,4.0,No,406,919.0154171066525
GCA_004136175.1,4812720,52.177064113432735,2,4662.0,4660.0,4787.0,2.0,No,700,904.8333333333334
GCA_008539015.2,5015158,52.15339177748737,2,4604.0,4599.0,4718.0,2.0,from large multi-isolate project,308,933.5847089487402
GCA_018340485.1,4761666,52.16241542350934,1,4344.0,4338.0,4454.0,1.0,from large multi-isolate project,230,948.8598066298342
GCA_006517135.1,4718314,52.16835929105184,1,4390.0,4388.0,4503.0,1.0,No,342,928.624145785877
GCA_000022165.1,4964097,52.213746024704996,2,5413.0,5413.0,5623.0,2.0,No,1292,814.927951228524
GCA_001157245.2,4915408,52.053440935116676,2,0.0,0.0,0.0,2.0,RefSeq annotation failed,0,0.0
GCA_002211965.1,5076950,51.53866002225746,1,4632.0,4631.0,4755.0,1.0,No,998,932.2020725388601
GCA_000623895.2,4685845,51.72337113156752,1,4318.0,4318.0,4440.0,1.0,No,876,931.6665122742011
GCA_004848545.1,4808496,52.21010894050863,2,4468.0,4467.0,4583.0,2.0,No,347,933.7209042076992
GCA_002266325.2,4688242,52.223754661128844,1,4293.0,4291.0,4411.0,1.0,No,172,950.2012578616352
GCA_016127835.1,4736480,52.16872023105766,2,4343.0,4341.0,4464.0,2.0,No,212,935.066313608105
GCA_007232625.2,4736812,52.145451413313424,2,4352.0,4347.0,4465.0,2.0,from large multi-isolate project,221,941.2784926470588
GCA_900184385.1,4905261,52.238137787163616,2,4563.0,4563.0,4672.0,2.0,No,11,936.8257725180802
GCA_001833255.2,5027145,52.15457282413776,3,4653.0,4648.0,4758.0,3.0,No,318,928.9774339136042
GCA_000624435.2,4685849,51.742320335119636,1,4325.0,4325.0,4447.0,1.0,No,872,931.5109826589595
GCA_013138225.1,4929329,51.78792083060392,1,0.0,0.0,0.0,1.0,from large multi-isolate project,0,0.0
GCA_008750115.2,4742055,52.23016181803037,1,4362.0,4358.0,4480.0,1.0,from large multi-isolate project,253,944.8576341127923
GCA_018339375.1,4600848,52.18070668711507,1,4195.0,4191.0,4307.0,1.0,from large multi-isolate project,178,953.3482717520858
GCA_012052085.1,4929169,51.94520617978406,1,4509.0,4494.0,4612.0,1.0,No,326,933.16500332668
GCA_016451985.1,5084640,52.21398171748639,3,4770.0,4769.0,4894.0,3.0,No,372,925.2679245283019
GCA_000626235.1,4709033,52.16474380196529,1,4372.0,4372.0,4480.0,1.0,No,743,2006.4347130116626
GCA_000623935.2,4685844,51.72423580469175,1,4320.0,4320.0,4442.0,1.0,No,877,931.3555555555556
GCA_007816835.2,4985298,51.88570472617685,2,4627.0,4626.0,4750.0,2.0,from large multi-isolate project,372,934.4216555003242
GCA_018340525.1,4759761,52.16595959334933,2,4427.0,4423.0,4545.0,2.0,from large multi-isolate project,251,931.4504178902191
GCA_018339795.1,4803665,52.23143162564417,1,4424.0,4422.0,4547.0,1.0,from large multi-isolate project,196,945.2179023508137
GCA_003031835.1,4698556,52.249563482908364,1,4691.0,4691.0,4807.0,1.0,No,745,881.0620336815178
GCA_001647045.1,4744327,52.17311117045684,4,4443.0,4443.0,4552.0,4.0,No,641,922.5361242403782
GCA_007972065.1,5000259,52.162677973280985,2,4599.0,4584.0,4705.0,2.0,from large multi-isolate project,383,932.2439660795825
GCA_000625295.2,4685698,51.72420416339252,1,4320.0,4320.0,4442.0,1.0,No,881,931.5375
GCA_001448665.2,4957986,52.189699607864966,4,4816.0,4813.0,4935.0,4.0,No,642,900.9784053156146
GCA_018339835.1,4858395,52.23134389031769,2,4518.0,4515.0,4636.0,2.0,from large multi-isolate project,239,926.9807436918991
GCA_016775625.1,4880480,52.265268989935414,1,4534.0,4533.0,4657.0,1.0,from large multi-isolate project,216,933.3081164534627
GCA_003641325.1,4985874,52.11483483136558,1,4905.0,4901.0,5020.0,1.0,No,675,888.4593272171254
GCA_005414475.2,5010125,52.138100346797735,2,4592.0,4587.0,4706.0,2.0,from large multi-isolate project,308,934.3826219512196
GCA_018340315.1,4717896,52.249456113487874,1,4324.0,4323.0,4442.0,1.0,from large multi-isolate project,181,946.399861239593
GCA_003030265.1,5277621,51.89463207001791,3,5174.0,5169.0,5292.0,3.0,contaminated,907,889.8678005411674
GCA_003864015.1,4965568,52.21924259218684,2,4745.0,4742.0,4863.0,2.0,No,467,907.9279241306639
GCA_004768605.1,4840899,52.028848360604094,3,4537.0,4533.0,4652.0,3.0,No,473,922.825435309676
GCA_018339995.1,4730083,52.25889270864803,1,4338.0,4336.0,4460.0,1.0,from large multi-isolate project,179,949.2690179806362
GCA_001302605.1,4793553,52.03184360327298,1,4460.0,4460.0,4568.0,1.0,No,775,894.9816143497758
GCA_004847525.1,4808485,52.21085227467695,2,4471.0,4470.0,4586.0,2.0,No,348,932.2341757995974
GCA_016452065.1,5139764,52.21387596784599,3,4851.0,4850.0,4973.0,3.0,No,404,916.6029684601114
GCA_018340215.1,5088976,52.193191714796846,2,4745.0,4743.0,4864.0,2.0,from large multi-isolate project,318,922.4240252897787
GCA_013161625.1,4888815,51.980510614535426,1,4399.0,4397.0,4522.0,1.0,No,311,958.7967719936349
GCA_000625435.2,4685847,51.736580387707924,1,4318.0,4318.0,4440.0,1.0,No,875,931.5754979157017
GCA_006351805.1,4907588,52.22722445323446,2,4631.0,4629.0,4750.0,2.0,No,363,923.8058734614555
GCA_018338435.1,5004462,52.045254814603446,2,4662.0,4660.0,4781.0,2.0,from large multi-isolate project,242,927.0225225225225
GCA_007972405.1,4674371,52.31448252609816,1,4354.0,4323.0,4439.0,1.0,from large multi-isolate project,302,925.8890675241157
GCA_008029255.2,4784507,52.25054535399363,1,4397.0,4395.0,4518.0,1.0,from large multi-isolate project,213,942.1421423697976
GCA_003590755.1,5027941,52.13430308748651,2,4814.0,4812.0,4932.0,2.0,No,629,886.2415870378064
GCA_003324795.1,4816177,52.04104832525881,3,4431.0,4421.0,4538.0,3.0,No,582,925.3046716316859
GCA_017094545.1,4855068,52.27436567314814,1,2937.0,2935.0,3062.0,1.0,many frameshifted proteins,220,2420.4727705922396
GCA_000624395.2,4679418,52.17294116490555,1,4372.0,4372.0,4485.0,1.0,No,629,928.040713632205
GCA_009497855.1,5060451,52.06927208661837,6,4814.0,4811.0,4932.0,6.0,No,450,914.9821354383049
GCA_001931575.1,5050625,52.14817968073258,2,4677.0,4677.0,4801.0,2.0,No,938,923.8999358563182
GCA_016454485.1,5130233,51.71016599051154,3,4800.0,4796.0,4920.0,3.0,contaminated,430,922.5
GCA_000940975.1,4565462,52.33601769109019,1,4370.0,4370.0,4475.0,1.0,No,573,908.3096109839817
GCA_011465695.1,4773013,52.18255219501812,1,4453.0,4451.0,4565.0,1.0,No,374,932.2283853581855
GCA_001834965.2,5008883,52.16925609961343,2,4633.0,4627.0,4739.0,2.0,No,306,930.7975393913231
